GEOID,County,Neighborhood_type,categorical_average
06037570203,Los Angeles,70+ Latino,Zero Day Count
06037462302,Los Angeles,Other,Above Average
06037109603,Los Angeles,70+ Latino,Above Average
06037117202,Los Angeles,Other,Above Average
06037501804,Los Angeles,70+ Latino,Above Average
06037571400,Los Angeles,Other,Zero Day Count
06037543503,Los Angeles,Other,Zero Day Count
06037600801,Los Angeles,Other,Zero Day Count
06037543322,Los Angeles,Other,Zero Day Count
06037239702,Los Angeles,50+ Latino,Zero Day Count
06037433305,Los Angeles,70+ Latino,Above Average
06037554406,Los Angeles,Other,Zero Day Count
06037241202,Los Angeles,50+ Latino,Zero Day Count
06037205120,Los Angeles,70+ Latino,Below/Equal Average
06037408624,Los Angeles,Other,Above Average
06037241120,Los Angeles,70+ Latino,Zero Day Count
06037302504,Los Angeles,Other,Below/Equal Average
06037408138,Los Angeles,70+ Latino,Above Average
06037550901,Los Angeles,50+ Latino,Below/Equal Average
06037302003,Los Angeles,70+ NL White,Above Average
06037900609,Los Angeles,Other,Above Average
06037533803,Los Angeles,70+ Latino,Below/Equal Average
06037533804,Los Angeles,70+ Latino,Below/Equal Average
06037294410,Los Angeles,50+ Latino,Zero Day Count
06037651222,Los Angeles,Other,Zero Day Count
06037980007,Los Angeles,Other,Zero Day Count
06037620522,Los Angeles,50+ NL White,Zero Day Count
06037702102,Los Angeles,70+ NL White,Zero Day Count
06037430101,Los Angeles,Other,Above Average
06037702900,Los Angeles,50+ NL White,Zero Day Count
06037232402,Los Angeles,50+ Latino,Zero Day Count
06037113427,Los Angeles,50+ Latino,Above Average
06037207303,Los Angeles,Other,Zero Day Count
06037206052,Los Angeles,Other,Zero Day Count
06037216902,Los Angeles,Other,Zero Day Count
06037265521,Los Angeles,Other,Zero Day Count
06037503705,Los Angeles,Other,Below/Equal Average
06037111304,Los Angeles,Other,Above Average
06037910720,Los Angeles,70+ Latino,Above Average
06037143801,Los Angeles,50+ NL White,Zero Day Count
06037297001,Los Angeles,50+ NL White,Zero Day Count
06037573101,Los Angeles,50+ Latino,Zero Day Count
06037604102,Los Angeles,50+ Latino,Zero Day Count
06037310704,Los Angeles,50+ NL White,Above Average
06037551801,Los Angeles,70+ Latino,Below/Equal Average
06037240302,Los Angeles,70+ Latino,Zero Day Count
06037113428,Los Angeles,Other,Above Average
06037232401,Los Angeles,50+ Latino,Zero Day Count
06037265204,Los Angeles,50+ NL White,Zero Day Count
06037602105,Los Angeles,50+ Latino,Zero Day Count
06037434004,Los Angeles,70+ Latino,Above Average
06037407902,Los Angeles,Other,Above Average
06037480102,Los Angeles,Other,Above Average
06037121101,Los Angeles,70+ Latino,Above Average
06037127606,Los Angeles,50+ Latino,Below/Equal Average
06037186404,Los Angeles,50+ Latino,Below/Equal Average
06037207501,Los Angeles,Other,Zero Day Count
06037211922,Los Angeles,Other,Below/Equal Average
06037183402,Los Angeles,Other,Above Average
06037297202,Los Angeles,Other,Zero Day Count
06037531503,Los Angeles,70+ Latino,Below/Equal Average
06037980004,Los Angeles,Other,Above Average
06037503802,Los Angeles,50+ Latino,Below/Equal Average
06037621102,Los Angeles,50+ NL White,Zero Day Count
06037570100,Los Angeles,Other,Zero Day Count
06037551300,Los Angeles,70+ Latino,Below/Equal Average
06037554404,Los Angeles,50+ Latino,Zero Day Count
06037701502,Los Angeles,50+ NL White,Zero Day Count
06037273700,Los Angeles,50+ NL White,Zero Day Count
06037134303,Los Angeles,Other,Below/Equal Average
06037535607,Los Angeles,70+ Latino,Zero Day Count
06037296220,Los Angeles,50+ Latino,Zero Day Count
06037294510,Los Angeles,70+ Latino,Zero Day Count
06037271200,Los Angeles,Other,Zero Day Count
06037482502,Los Angeles,Other,Below/Equal Average
06037195400,Los Angeles,50+ NL White,Below/Equal Average
06037183510,Los Angeles,50+ Latino,Above Average
06037127910,Los Angeles,70+ Latino,Below/Equal Average
06037401202,Los Angeles,Other,Above Average
06037228420,Los Angeles,70+ Latino,Zero Day Count
06037111302,Los Angeles,Other,Above Average
06037482401,Los Angeles,Other,Above Average
06037265420,Los Angeles,50+ NL White,Zero Day Count
06037231710,Los Angeles,70+ Latino,Zero Day Count
06037204420,Los Angeles,70+ Latino,Below/Equal Average
06037224310,Los Angeles,70+ Latino,Zero Day Count
06037221120,Los Angeles,70+ Latino,Zero Day Count
06037503501,Los Angeles,70+ Latino,Above Average
06037482403,Los Angeles,Other,Above Average
06037234301,Los Angeles,Other,Zero Day Count
06037231302,Los Angeles,70+ Latino,Zero Day Count
06037930400,Los Angeles,Other,Below/Equal Average
06037271704,Los Angeles,50+ NL White,Zero Day Count
06037189802,Los Angeles,50+ NL White,Zero Day Count
06037199001,Los Angeles,50+ Latino,Below/Equal Average
06037901215,Los Angeles,Other,Above Average
06037901218,Los Angeles,Other,Above Average
06037276606,Los Angeles,50+ NL White,Zero Day Count
06037125322,Los Angeles,Other,Below/Equal Average
06037292002,Los Angeles,50+ Latino,Zero Day Count
06037128704,Los Angeles,70+ NL White,Below/Equal Average
06037133101,Los Angeles,50+ NL White,Below/Equal Average
06037543804,Los Angeles,Other,Zero Day Count
06037301602,Los Angeles,Other,Below/Equal Average
06037124102,Los Angeles,Other,Below/Equal Average
06037121020,Los Angeles,50+ Latino,Below/Equal Average
06037920018,Los Angeles,50+ NL White,Above Average
06037115401,Los Angeles,Other,Below/Equal Average
06037900703,Los Angeles,Other,Above Average
06037503104,Los Angeles,70+ Latino,Above Average
06037131801,Los Angeles,50+ Latino,Below/Equal Average
06037120105,Los Angeles,70+ Latino,Below/Equal Average
06037139401,Los Angeles,50+ NL White,Below/Equal Average
06037463601,Los Angeles,Other,Above Average
06037127103,Los Angeles,50+ Latino,Below/Equal Average
06037218702,Los Angeles,50+ Latino,Zero Day Count
06037551501,Los Angeles,70+ Latino,Below/Equal Average
06037226002,Los Angeles,Other,Zero Day Count
06037241002,Los Angeles,50+ Latino,Zero Day Count
06037550202,Los Angeles,70+ Latino,Below/Equal Average
06037102103,Los Angeles,70+ NL White,Above Average
06037910715,Los Angeles,70+ Latino,Above Average
06037650605,Los Angeles,Other,Zero Day Count
06037603005,Los Angeles,50+ Latino,Zero Day Count
06037702002,Los Angeles,50+ NL White,Zero Day Count
06037209402,Los Angeles,70+ Latino,Zero Day Count
06037530901,Los Angeles,70+ Latino,Below/Equal Average
06037204300,Los Angeles,70+ Latino,Below/Equal Average
06037197420,Los Angeles,50+ Latino,Below/Equal Average
06037571101,Los Angeles,50+ NL White,Zero Day Count
06037603703,Los Angeles,50+ Latino,Zero Day Count
06037542900,Los Angeles,70+ Latino,Zero Day Count
06037600703,Los Angeles,Other,Zero Day Count
06037132302,Los Angeles,50+ Latino,Below/Equal Average
06037275605,Los Angeles,Other,Zero Day Count
06037264304,Los Angeles,70+ NL White,Zero Day Count
06037267102,Los Angeles,50+ NL White,Zero Day Count
06037108204,Los Angeles,Other,Above Average
06037301902,Los Angeles,50+ NL White,Above Average
06037206303,Los Angeles,Other,Zero Day Count
06037620704,Los Angeles,50+ NL White,Zero Day Count
06037101222,Los Angeles,Other,Above Average
06037535300,Los Angeles,70+ Latino,Zero Day Count
06037204920,Los Angeles,70+ Latino,Below/Equal Average
06037602104,Los Angeles,70+ Latino,Zero Day Count
06037530202,Los Angeles,70+ Latino,Below/Equal Average
06037601501,Los Angeles,70+ Latino,Zero Day Count
06037482521,Los Angeles,Other,Below/Equal Average
06037578100,Los Angeles,50+ NL White,Zero Day Count
06037291110,Los Angeles,50+ Latino,Zero Day Count
06037503201,Los Angeles,70+ Latino,Above Average
06037504001,Los Angeles,Other,Below/Equal Average
06037540101,Los Angeles,70+ Latino,Zero Day Count
06037534406,Los Angeles,70+ Latino,Below/Equal Average
06037271600,Los Angeles,Other,Zero Day Count
06037408134,Los Angeles,Other,Above Average
06037481002,Los Angeles,Other,Below/Equal Average
06037183820,Los Angeles,70+ Latino,Above Average
06037577000,Los Angeles,Other,Zero Day Count
06037620521,Los Angeles,50+ NL White,Zero Day Count
06037310400,Los Angeles,50+ NL White,Above Average
06037131400,Los Angeles,Other,Below/Equal Average
06037122121,Los Angeles,70+ Latino,Above Average
06037106648,Los Angeles,70+ Latino,Above Average
06037208801,Los Angeles,Other,Zero Day Count
06037408504,Los Angeles,50+ Latino,Above Average
06037195201,Los Angeles,50+ NL White,Below/Equal Average
06037402406,Los Angeles,70+ Latino,Above Average
06037602507,Los Angeles,Other,Zero Day Count
06037601212,Los Angeles,50+ Latino,Zero Day Count
06037532607,Los Angeles,70+ Latino,Zero Day Count
06037265524,Los Angeles,50+ NL White,Zero Day Count
06037432501,Los Angeles,Other,Above Average
06037430005,Los Angeles,Other,Above Average
06037431003,Los Angeles,50+ Latino,Above Average
06037650903,Los Angeles,Other,Zero Day Count
06037125403,Los Angeles,Other,Below/Equal Average
06037320102,Los Angeles,70+ Latino,Above Average
06037462900,Los Angeles,Other,Above Average
06037482002,Los Angeles,Other,Below/Equal Average
06037402706,Los Angeles,70+ Latino,Above Average
06037264102,Los Angeles,70+ NL White,Zero Day Count
06037577602,Los Angeles,50+ NL White,Zero Day Count
06037119400,Los Angeles,70+ Latino,Below/Equal Average
06037124105,Los Angeles,50+ Latino,Below/Equal Average
06037620301,Los Angeles,50+ NL White,Zero Day Count
06037553801,Los Angeles,70+ Latino,Zero Day Count
06037243100,Los Angeles,50+ Latino,Zero Day Count
06037540202,Los Angeles,70+ Latino,Zero Day Count
06037188300,Los Angeles,Other,Below/Equal Average
06037294200,Los Angeles,70+ Latino,Zero Day Count
06037575102,Los Angeles,70+ Latino,Zero Day Count
06037574300,Los Angeles,50+ NL White,Zero Day Count
06037480903,Los Angeles,Other,Below/Equal Average
06037192300,Los Angeles,50+ NL White,Below/Equal Average
06037124500,Los Angeles,50+ NL White,Below/Equal Average
06037401203,Los Angeles,50+ Latino,Above Average
06037122410,Los Angeles,70+ Latino,Below/Equal Average
06037104610,Los Angeles,70+ Latino,Above Average
06037134304,Los Angeles,Other,Above Average
06037482304,Los Angeles,Other,Below/Equal Average
06037530204,Los Angeles,70+ Latino,Below/Equal Average
06037204910,Los Angeles,70+ Latino,Below/Equal Average
06037226702,Los Angeles,70+ Latino,Zero Day Count
06037207902,Los Angeles,Other,Zero Day Count
06037209201,Los Angeles,Other,Zero Day Count
06037406201,Los Angeles,50+ Latino,Above Average
06037404805,Los Angeles,70+ Latino,Above Average
06037550101,Los Angeles,70+ Latino,Below/Equal Average
06037901012,Los Angeles,50+ Latino,Above Average
06037104824,Los Angeles,70+ Latino,Above Average
06037206053,Los Angeles,70+ Latino,Zero Day Count
06037920115,Los Angeles,Other,Above Average
06037650904,Los Angeles,Other,Zero Day Count
06037134801,Los Angeles,Other,Below/Equal Average
06037601303,Los Angeles,Other,Zero Day Count
06037237710,Los Angeles,50+ Latino,Zero Day Count
06037294810,Los Angeles,70+ Latino,Zero Day Count
06037402002,Los Angeles,50+ NL White,Above Average
06037236206,Los Angeles,50+ Latino,Zero Day Count
06037191720,Los Angeles,70+ Latino,Below/Equal Average
06037900804,Los Angeles,50+ Latino,Above Average
06037570603,Los Angeles,Other,Zero Day Count
06037430003,Los Angeles,Other,Above Average
06037135111,Los Angeles,Other,Below/Equal Average
06037432801,Los Angeles,50+ Latino,Above Average
06037221210,Los Angeles,70+ Latino,Zero Day Count
06037571703,Los Angeles,50+ Latino,Zero Day Count
06037601402,Los Angeles,70+ Latino,Zero Day Count
06037242202,Los Angeles,70+ Latino,Zero Day Count
06037115301,Los Angeles,Other,Above Average
06037535803,Los Angeles,70+ Latino,Zero Day Count
06037407901,Los Angeles,70+ Latino,Above Average
06037265523,Los Angeles,50+ NL White,Zero Day Count
06037211123,Los Angeles,Other,Zero Day Count
06037901014,Los Angeles,Other,Above Average
06037143402,Los Angeles,70+ NL White,Below/Equal Average
06037670001,Los Angeles,Other,Zero Day Count
06037620001,Los Angeles,50+ NL White,Zero Day Count
06037229200,Los Angeles,70+ Latino,Zero Day Count
06037531502,Los Angeles,70+ Latino,Below/Equal Average
06037194402,Los Angeles,70+ NL White,Zero Day Count
06037269903,Los Angeles,Other,Zero Day Count
06037115104,Los Angeles,Other,Above Average
06037121222,Los Angeles,70+ Latino,Below/Equal Average
06037127806,Los Angeles,50+ Latino,Below/Equal Average
06037402803,Los Angeles,70+ Latino,Above Average
06037502003,Los Angeles,70+ Latino,Above Average
06037703200,Los Angeles,Other,Zero Day Count
06037273200,Los Angeles,50+ NL White,Zero Day Count
06037241400,Los Angeles,70+ Latino,Zero Day Count
06037540400,Los Angeles,70+ Latino,Zero Day Count
06037533501,Los Angeles,70+ Latino,Zero Day Count
06037137104,Los Angeles,50+ NL White,Below/Equal Average
06037212501,Los Angeles,50+ Latino,Zero Day Count
06037234501,Los Angeles,Other,Zero Day Count
06037554105,Los Angeles,50+ Latino,Zero Day Count
06037271901,Los Angeles,Other,Zero Day Count
06037576302,Los Angeles,50+ Latino,Zero Day Count
06037264103,Los Angeles,50+ NL White,Zero Day Count
06037533103,Los Angeles,70+ Latino,Zero Day Count
06037550602,Los Angeles,50+ Latino,Below/Equal Average
06037106649,Los Angeles,50+ Latino,Above Average
06037910504,Los Angeles,50+ Latino,Above Average
06037294520,Los Angeles,70+ Latino,Zero Day Count
06037272302,Los Angeles,Other,Zero Day Count
06037218210,Los Angeles,70+ Latino,Zero Day Count
06037481103,Los Angeles,Other,Above Average
06037462400,Los Angeles,Other,Above Average
06037224420,Los Angeles,70+ Latino,Zero Day Count
06037602802,Los Angeles,Other,Zero Day Count
06037600911,Los Angeles,50+ Latino,Zero Day Count
06037536103,Los Angeles,70+ Latino,Zero Day Count
06037214400,Los Angeles,70+ NL White,Zero Day Count
06037920111,Los Angeles,50+ NL White,Above Average
06037402101,Los Angeles,70+ Latino,Above Average
06037111204,Los Angeles,Other,Above Average
06037214000,Los Angeles,70+ NL White,Zero Day Count
06037482503,Los Angeles,Other,Above Average
06037212305,Los Angeles,70+ Latino,Zero Day Count
06037212203,Los Angeles,50+ Latino,Zero Day Count
06037211000,Los Angeles,50+ NL White,Below/Equal Average
06037531800,Los Angeles,70+ Latino,Below/Equal Average
06037204200,Los Angeles,70+ Latino,Below/Equal Average
06037199900,Los Angeles,70+ Latino,Below/Equal Average
06037620303,Los Angeles,70+ NL White,Zero Day Count
06037574000,Los Angeles,50+ NL White,Zero Day Count
06037572500,Los Angeles,Other,Zero Day Count
06037601502,Los Angeles,70+ Latino,Zero Day Count
06037552900,Los Angeles,50+ Latino,Zero Day Count
06037203601,Los Angeles,70+ Latino,Below/Equal Average
06037910718,Los Angeles,70+ Latino,Above Average
06037190303,Los Angeles,50+ NL White,Below/Equal Average
06037273403,Los Angeles,70+ NL White,Zero Day Count
06037530400,Los Angeles,70+ Latino,Below/Equal Average
06037310201,Los Angeles,50+ NL White,Above Average
06037275312,Los Angeles,70+ NL White,Zero Day Count
06037113426,Los Angeles,Other,Above Average
06037503704,Los Angeles,Other,Below/Equal Average
06037109100,Los Angeles,Other,Above Average
06037502100,Los Angeles,70+ Latino,Above Average
06037700600,Los Angeles,70+ NL White,Zero Day Count
06037602404,Los Angeles,50+ Latino,Zero Day Count
06037503301,Los Angeles,50+ Latino,Above Average
06037501504,Los Angeles,70+ Latino,Above Average
06037502500,Los Angeles,70+ Latino,Below/Equal Average
06037275200,Los Angeles,Other,Zero Day Count
06037408625,Los Angeles,Other,Above Average
06037403316,Los Angeles,Other,Above Average
06037503302,Los Angeles,70+ Latino,Above Average
06037181600,Los Angeles,Other,Above Average
06037241300,Los Angeles,50+ Latino,Zero Day Count
06037502401,Los Angeles,70+ Latino,Below/Equal Average
06037503701,Los Angeles,50+ Latino,Above Average
06037125600,Los Angeles,50+ NL White,Below/Equal Average
06037240200,Los Angeles,70+ Latino,Zero Day Count
06037238320,Los Angeles,50+ Latino,Zero Day Count
06037433402,Los Angeles,50+ Latino,Above Average
06037433403,Los Angeles,70+ Latino,Above Average
06037599000,Los Angeles,50+ Latino,Zero Day Count
06037433901,Los Angeles,70+ Latino,Above Average
06037481712,Los Angeles,Other,Below/Equal Average
06037535101,Los Angeles,70+ Latino,Zero Day Count
06037533401,Los Angeles,70+ Latino,Below/Equal Average
06037481201,Los Angeles,Other,Above Average
06037536102,Los Angeles,70+ Latino,Below/Equal Average
06037535802,Los Angeles,70+ Latino,Zero Day Count
06037239310,Los Angeles,70+ Latino,Zero Day Count
06037535501,Los Angeles,70+ Latino,Zero Day Count
06037535804,Los Angeles,70+ Latino,Zero Day Count
06037534202,Los Angeles,70+ Latino,Below/Equal Average
06037534405,Los Angeles,70+ Latino,Below/Equal Average
06037533105,Los Angeles,70+ Latino,Zero Day Count
06037235100,Los Angeles,Other,Zero Day Count
06037232200,Los Angeles,50+ Latino,Zero Day Count
06037540901,Los Angeles,50+ Latino,Zero Day Count
06037534203,Los Angeles,70+ Latino,Below/Equal Average
06037229420,Los Angeles,70+ Latino,Zero Day Count
06037702600,Los Angeles,50+ NL White,Zero Day Count
06037702802,Los Angeles,Other,Zero Day Count
06037543601,Los Angeles,50+ Latino,Zero Day Count
06037532900,Los Angeles,70+ Latino,Zero Day Count
06037601100,Los Angeles,50+ Latino,Zero Day Count
06037601002,Los Angeles,Other,Zero Day Count
06037572700,Los Angeles,Other,Zero Day Count
06037575402,Los Angeles,70+ Latino,Zero Day Count
06037296210,Los Angeles,70+ Latino,Zero Day Count
06037575801,Los Angeles,50+ Latino,Zero Day Count
06037575803,Los Angeles,Other,Zero Day Count
